Business_Unit__c##Business Unit,Job_Family2__c##Job Family,Cost_Center__c##Cost Center,Market_Segment__c##Market Segment
2207-Strategic Services - Other,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3112-SFSI,N/A
1605-MC Messaging,CSG Consulting - Technical Architecture,3000-Professional Services,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2207-Strategic Services - Other,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3112-SFSI,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
1605-MC Messaging,CSG Consulting - Technical Architecture,3118-Services Managers,N/A
1605-MC Messaging,CSG Consulting - Technical Architecture,3000-Professional Services,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3020-Accelerated PA,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3050-Service Cloud Practice,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3050-Service Cloud Practice,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3090-Program Architects,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3110-Strategic Projects Management,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3112-SFSI,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
2208-Akta,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
1605-MC Messaging,CSG Consulting - Technical Architecture,3000-Professional Services,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3050-Service Cloud Practice,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3090-Program Architects,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3112-SFSI,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
2208-Akta,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3119-XD Practice,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3117-Engagement Managers,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3090-Program Architects,N/A
2205-Core Salesforce Services,CSG Consulting - Technical Architecture,3111-Strategic Projects Delivery,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3112-SFSI,N/A
2208-Akta,CSG Consulting - Technical Architecture,3113-Mobile Practice,N/A
2206-MM Salesforce Services,CSG Consulting - Technical Architecture,3050-Service Cloud Practice,N/A
1601-MC Social Studio,Business Development,5555-ENTR Strat AE,MC-Social
2301-Shared Services,Business Development,5555-ENTR Strat AE,ENTR
2301-Shared Services,Business Development,5857-Industry BDM,BDR
2301-Shared Services,Business Development,5857-Industry BDM,N/A
2301-Shared Services,Business Development,5857-Industry BDM,N/A
2301-Shared Services,Business Development,5857-Industry BDM,BDR
2301-Shared Services,Business Development,5857-Industry BDM,N/A
2301-Shared Services,Go To Market,5116-Alliances Go-to-Market,GTM-CBU
2301-Shared Services,Go To Market,5116-Alliances Go-to-Market,GTM-CBU
2301-Shared Services,Go To Market,5116-Alliances Go-to-Market,GTM-EBU
1650-Core CC,Go To Market,5055-Strategic SI Partner Management,CC-ALL
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-Core
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
2301-Shared Services,Sales Engineering,5506-Spark,SE-IPD
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-Core
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,6015-SFI GTM,SE-IPD
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5508-SE Mgmt - Consultative Selling,SE-Core
2301-Shared Services,Sales Engineering,6015-SFI GTM,SE-Platform
2301-Shared Services,Sales Engineering,5503-IPD,SE-IPD
1099-Sales Cloud - Other,Sales Engineering,5506-Spark,SE-Core
1204-Core Platform,Sales Engineering,5506-Spark,SE-Platform
1599-Service Cloud - Other,Sales Engineering,5506-Spark,SE-Service
2002-Analytics Cloud,Sales Engineering,5506-Spark,SE-Analytics
2301-Shared Services,Sales Engineering,5506-Spark,SE-Core
4000-Communities,Sales Engineering,5506-Spark,SE-Platform
2301-Shared Services,Sales Engineering,5508-SE Mgmt - Consultative Selling,SE-IPD
2301-Shared Services,Sales Engineering,5401-Business Development,ENTR
2301-Shared Services,Sales Engineering,5401-Business Development,GEN-CMRCL
2301-Shared Services,Sales Engineering,5755-Sales Dev Mgmt - 2nd Line & Above,SR
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1650-Core CC,Retail Success Management,5107-Success Managers HT,CC-ALL
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1650-Core CC,Retail Success Management,5107-Success Managers HT,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,2002-Success Managers Scale,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,2002-Success Managers Scale,N/A
2299-Customer For Life - Core,Success  Manager,2002-Success Managers Scale,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,2002-Success Managers Scale,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,MC-Ads
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5123-Field Specialists,N/A
2202-Premier Success (Support/admin),Success  Manager,2002-Success Managers Scale,N/A
2202-Premier Success (Support/admin),Success  Manager,3060-Programs & Onboarding,N/A
2205-Core Salesforce Services,Success  Manager,3090-Program Architects,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1605-MC Messaging,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,2002-Success Managers Scale,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,ENTR
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5112-Premier GTM,N/A
2202-Premier Success (Support/admin),Success  Manager,5112-Premier GTM,N/A
2206-MM Salesforce Services,Success  Manager,3110-Strategic Projects Management,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
1601-MC Social Studio,Success  Manager,5107-Success Managers HT,N/A
1609-General,Success  Manager,5107-Success Managers HT,N/A
2202-Premier Success (Support/admin),Success  Manager,5107-Success Managers HT,N/A
2205-Core Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2206-MM Salesforce Services,Success  Manager,5107-Success Managers HT,N/A
2299-Customer For Life - Core,Success  Manager,5107-Success Managers HT,N/A
